CODGEO,NOM_COMMUNE,POPULATION,DEP,REG
02242,Crouttes-sur-Marne,591,02,32
02243,Crouy,3049,02,32
02244,Crupilly,64,02,32
02245,Cuffies,1733,02,32
02246,Cugny,607,02,32
02248,Cuirieux,152,02,32
02249,Cuiry-Housse,102,02,32
02250,Cuiry-lès-Chaudardes,84,02,32
02251,Cuiry-lès-Iviers,28,02,32
02252,Cuissy-et-Geny,72,02,32
02253,Cuisy-en-Almont,361,02,32
02254,Cutry,126,02,32
02255,Cys-la-Commune,161,02,32
02256,Dagny-Lambercy,123,02,32
02257,Dallon,424,02,32
02258,Dammard,378,02,32
02259,Dampleux,370,02,32
02260,Danizy,609,02,32
02261,Dercy,392,02,32
02262,Deuillet,208,02,32
02263,Dhuizel,114,02,32
02264,Dizy-le-Gros,717,02,32
02265,Dohis,84,02,32
02266,Dolignon,30,02,32
02267,Dommiers,287,02,32
02268,Domptin,654,02,32
02269,Dorengt,148,02,32
02270,Douchy,153,02,32
02271,Dravegny,134,02,32
02272,Droizy,75,02,32
02273,Dury,191,02,32
02274,Ébouleau,164,02,32
02275,Effry,307,02,32
02276,Englancourt,122,02,32
02277,Épagny,337,02,32
02278,Éparcy,38,02,32
02279,Épaux-Bézu,534,02,32
02280,Épieds,395,02,32
02281,L'Épine-aux-Bois,241,02,32
02282,Eppes,438,02,32
02283,Erlon,278,02,32
02284,Erloy,98,02,32
02286,Esquéhéries,847,02,32
02287,Essigny-le-Grand,1072,02,32
02288,Essigny-le-Petit,345,02,32
02289,Essises,399,02,32
02290,Essômes-sur-Marne,2691,02,32
02291,Estrées,408,02,32
02292,Étampes-sur-Marne,1329,02,32
02293,Étaves-et-Bocquiaux,543,02,32
02294,Étouvelles,208,02,32
02295,Étréaupont,839,02,32
02296,Étreillers,1157,02,32
02297,Étrépilly,125,02,32
02298,Étreux,1436,02,32
02299,Évergnicourt,522,02,32
02302,Faverolles,363,02,32
02303,Fayet,724,02,32
02304,La Fère,2796,02,32
02305,Fère-en-Tardenois,2836,02,32
02306,La Ferté-Chevresis,526,02,32
02307,La Ferté-Milon,2027,02,32
02308,Fesmy-le-Sart,519,02,32
02309,Festieux,704,02,32
02310,Fieulaine,249,02,32
02312,La Flamengrie,1103,02,32
02313,Flavigny-le-Grand-et-Beaurain,420,02,32
02315,Flavy-le-Martel,1701,02,32
02316,Fleury,130,02,32
02317,Fluquières,194,02,32
02318,Folembray,1355,02,32
02319,Fonsomme,518,02,32
02320,Fontaine-lès-Clercs,232,02,32
02321,Fontaine-lès-Vervins,862,02,32
02322,Fontaine-Notre-Dame,378,02,32
02323,Fontaine-Uterte,140,02,32
02324,Fontenelle,280,02,32
02326,Fontenoy,483,02,32
02327,Foreste,166,02,32
02328,Fossoy,535,02,32
02329,Fourdrain,404,02,32
02330,Francilly-Selency,463,02,32
02331,Franqueville,106,02,32
02332,Fresnes-en-Tardenois,272,02,32
02333,Fresnes-sous-Coucy,160,02,32
02334,Fresnoy-le-Grand,2890,02,32
02335,Fressancourt,166,02,32
02336,Frières-Faillouël,971,02,32
02337,Froidestrées,198,02,32
02338,Froidmont-Cohartille,236,02,32
02339,Gandelu,683,02,32
02340,Gauchy,5183,02,32
02341,Gercy,258,02,32
02342,Gergny,127,02,32
02343,Germaine,84,02,32
02345,Gibercourt,37,02,32
02346,Gizy,630,02,32
02347,Gland,425,02,32
02349,Goudelancourt-lès-Berrieux,65,02,32
02350,Goudelancourt-lès-Pierrepont,140,02,32
02351,Goussancourt,120,02,32
02352,Gouy,572,02,32
02353,Grandlup-et-Fay,275,02,32
02354,Grandrieux,80,02,32
02355,Gricourt,1011,02,32
02356,Grisolles,227,02,32
02357,Gronard,56,02,32
02358,Grougis,304,02,32
02359,Grugies,1280,02,32
02360,Villeneuve-sur-Aisne,2792,02,32
02361,Guise,4490,02,32
02362,Guivry,238,02,32
02363,Guny,357,02,32
02364,Guyencourt,244,02,32
02366,Hannapes,320,02,32
02367,Happencourt,179,02,32
02368,Haramont,556,02,32
02369,Harcigny,244,02,32
02370,Hargicourt,545,02,32
02371,Harly,1569,02,32
02372,Hartennes-et-Taux,343,02,32
02373,Hary,203,02,32
02374,Lehaucourt,822,02,32
02375,Hautevesnes,165,02,32
02376,Hauteville,189,02,32
02377,Haution,131,02,32
02378,La Hérie,125,02,32
02379,Le Hérie-la-Viéville,192,02,32
02380,Hinacourt,28,02,32
02381,Hirson,8469,02,32
02382,Holnon,1343,02,32
02383,Homblières,1412,02,32
02384,Houry,57,02,32
02385,Housset,170,02,32
02386,Iron,224,02,32
02387,Itancourt,999,02,32
02388,Iviers,218,02,32
02389,Jaulgonne,672,02,32
02390,Jeancourt,251,02,32
02391,Jeantes,229,02,32
02392,Joncourt,328,02,32
02393,Jouaignes,141,02,32
02395,Jumencourt,120,02,32
02396,Jumigny,60,02,32
02397,Jussy,1153,02,32
02398,Juvigny,288,02,32
02399,Juvincourt-et-Damary,604,02,32
02400,Laffaux,149,02,32
02401,Laigny,189,02,32
02402,Lanchy,38,02,32
02403,Landifay-et-Bertaignemont,241,02,32
02404,Landouzy-la-Cour,167,02,32
02405,Landouzy-la-Ville,503,02,32
02406,Landricourt,126,02,32
02407,Laniscourt,216,02,32
02408,Laon,24220,02,32
02409,Lappion,283,02,32
02410,Largny-sur-Automne,239,02,32
02411,Latilly,198,02,32
02412,Launoy,96,02,32
02413,Laval-en-Laonnois,251,02,32
02414,Lavaqueresse,203,02,32
02415,Laversine,155,02,32
02416,Lemé,409,02,32
02417,Lempire,125,02,32
02418,Lerzy,223,02,32
02419,Leschelle,269,02,32
02420,Lesdins,790,02,32
02421,Lesges,83,02,32
02422,Lesquielles-Saint-Germain,754,02,32
02423,Leuilly-sous-Coucy,455,02,32
02424,Leury,101,02,32
02425,Leuze,190,02,32
02426,Levergies,543,02,32
02427,Lhuys,140,02,32
02428,Licy-Clignon,65,02,32
02429,Lierval,117,02,32
02430,Liesse-Notre-Dame,1264,02,32
02431,Liez,385,02,32
02432,Limé,192,02,32
02433,Lislet,220,02,32
02435,Logny-lès-Aubenton,84,02,32
02438,Longpont,249,02,32
02439,Les Septvallons,1232,02,32
02440,Lor,141,02,32
02441,Louâtre,203,02,32
02442,Loupeigne,85,02,32
02443,Lucy-le-Bocage,202,02,32
02444,Lugny,110,02,32
02445,Luzoir,266,02,32
02446,Ly-Fontaine,118,02,32
02447,Maast-et-Violaine,126,02,32
02448,Mâchecourt,108,02,32
02449,Macogny,64,02,32
02450,Macquigny,357,02,32
02451,Magny-la-Fosse,122,02,32
02452,Maissemy,232,02,32
02453,Maizy,392,02,32
02454,La Malmaison,403,02,32
02455,Malzy,178,02,32
02456,Manicamp,311,02,32
02457,Marchais,389,02,32
02458,Dhuys et Morin-en-Brie,821,02,32
02459,Marcy,151,02,32
02460,Marcy-sous-Marle,203,02,32
02461,Marest-Dampcourt,341,02,32
02462,Mareuil-en-Dôle,221,02,32
02463,Marfontaine,83,02,32
02464,Margival,377,02,32
02465,Marigny-en-Orxois,530,02,32
02466,Marizy-Sainte-Geneviève,125,02,32
02467,Marizy-Saint-Mard,47,02,32
02468,Marle,2229,02,32
02469,Marly-Gomont,483,02,32
02470,Martigny,410,02,32
02471,Martigny-Courpierre,130,02,32
02472,Mauregny-en-Haye,398,02,32
02473,Mayot,207,02,32
02474,Mennessis,419,02,32
02476,Mennevret,637,02,32
02477,Mercin-et-Vaux,935,02,32
02478,Merlieux-et-Fouquerolles,253,02,32
02480,Mesbrecourt-Richecourt,320,02,32
02481,Mesnil-Saint-Laurent,435,02,32
02482,Meurival,56,02,32
02483,Mézières-sur-Oise,507,02,32
02484,Mézy-Moulins,558,02,32
02485,Missy-aux-Bois,100,02,32
02486,Missy-lès-Pierrepont,107,02,32
02487,Missy-sur-Aisne,625,02,32
02488,Molain,161,02,32
02489,Molinchart,359,02,32
02490,Monampteuil,122,02,32
02491,Monceau-le-Neuf-et-Faucouzy,320,02,32
02492,Monceau-lès-Leups,426,02,32
02493,Monceau-le-Waast,211,02,32
02494,Monceau-sur-Oise,132,02,32
02495,Mondrepuis,1028,02,32
02496,Monnes,90,02,32
02497,Mons-en-Laonnois,1146,02,32
02498,Montaigu,766,02,32
02499,Montbavin,39,02,32
02500,Montbrehain,816,02,32
02501,Montchâlons,63,02,32
02502,Montcornet,1207,02,32
02503,Mont-d'Origny,839,02,32
02504,Montescourt-Lizerolles,1606,02,32
02505,Montfaucon,209,02,32
02506,Montgobert,200,02,32
02507,Montgru-Saint-Hilaire,30,02,32
02508,Monthenault,140,02,32
02509,Monthiers,157,02,32
02510,Monthurel,135,02,32
02511,Montigny-en-Arrouaise,317,02,32
02512,Montigny-l'Allier,273,02,32
02513,Montigny-le-Franc,141,02,32
02514,Montigny-Lengrain,674,02,32
02515,Montigny-lès-Condé,51,02,32
02516,Montigny-sous-Marle,71,02,32
02517,Montigny-sur-Crécy,306,02,32
02518,Montlevon,279,02,32
02519,Montloué,193,02,32
02520,Mont-Notre-Dame,751,02,32
02521,Montreuil-aux-Lions,1305,02,32
02522,Mont-Saint-Jean,79,02,32
02523,Mont-Saint-Martin,70,02,32
02524,Mont-Saint-Père,684,02,32
02525,Morcourt,544,02,32
02526,Morgny-en-Thiérache,98,02,32
02527,Morsain,469,02,32
02528,Mortefontaine,208,02,32
02529,Mortiers,185,02,32
02530,Moulins,74,02,32
02531,Moussy-Verneuil,141,02,32
02532,Moÿ-de-l'Aisne,994,02,32
02533,Muret-et-Crouttes,117,02,32
02534,Muscourt,44,02,32
02535,Nampcelles-la-Cour,115,02,32
02536,Nampteuil-sous-Muret,88,02,32
02537,Nanteuil-la-Fosse,186,02,32
02538,Nanteuil-Notre-Dame,86,02,32
02539,Nauroy,659,02,32
02540,Nesles-la-Montagne,1189,02,32
02541,Neufchâtel-sur-Aisne,424,02,32
02542,Neuflieux,80,02,32
02543,Neuilly-Saint-Front,1943,02,32
02544,Neuve-Maison,602,02,32
02545,La Neuville-Bosmont,187,02,32
02546,La Neuville-en-Beine,197,02,32
02547,La Neuville-Housset,61,02,32
02548,La Neuville-lès-Dorengt,394,02,32
02549,Neuville-Saint-Amand,848,02,32
02550,Neuville-sur-Ailette,121,02,32
02551,Neuville-sur-Margival,116,02,32
02552,Neuvillette,170,02,32
02553,Nizy-le-Comte,225,02,32
02554,Nogentel,1106,02,32
02555,Nogent-l'Artaud,2134,02,32
02556,Noircourt,68,02,32
02557,Noroy-sur-Ourcq,124,02,32
02558,Le Nouvion-en-Thiérache,2468,02,32
02559,Nouvion-et-Catillon,527,02,32
02560,Nouvion-le-Comte,239,02,32
02561,Nouvion-le-Vineux,143,02,32
02562,Nouvron-Vingré,202,02,32
02563,Noyales,132,02,32
02564,Bernoy-le-Château,825,02,32
02565,Œuilly,293,02,32
02566,Ognes,1109,02,32
02567,Ohis,269,02,32
02568,Oigny-en-Valois,176,02,32
02569,Oisy,438,02,32
02570,Ollezy,169,02,32
02571,Omissy,660,02,32
02572,Orainville,490,02,32
02573,Orgeval,53,02,32
02574,Origny-en-Thiérache,1354,02,32
02575,Origny-Sainte-Benoite,1587,02,32
02576,Osly-Courtil,325,02,32
02577,Ostel,92,02,32
02578,Oulches-la-Vallée-Foulon,80,02,32
02579,Oulchy-la-Ville,131,02,32
02580,Oulchy-le-Château,785,02,32
02581,Paars,309,02,32
02582,Paissy,80,02,32
02583,Pancy-Courtecon,60,02,32
02584,Papleux,114,02,32
02585,Parcy-et-Tigny,245,02,32
02586,Parfondeval,143,02,32
02587,Parfondru,353,02,32
02588,Pargnan,66,02,32
02589,Pargny-et-Filain,367,02,32
02590,Pargny-la-Dhuys,174,02,32
02591,Pargny-les-Bois,142,02,32
02592,Parpeville,191,02,32
02593,Pasly,1100,02,32
02594,Passy-en-Valois,131,02,32
02595,Passy-sur-Marne,139,02,32
02596,Pavant,745,02,32
02598,Pernant,682,02,32
02599,Pierremande,250,02,32
02600,Pierrepont,341,02,32
02601,Pignicourt,173,02,32
02602,Pinon,1637,02,32
02604,Pithon,78,02,32
02605,Pleine-Selve,186,02,32
02606,Le Plessier-Huleu,93,02,32
02607,Ploisy,100,02,32
02608,Plomion,432,02,32
02609,Ployart-et-Vaurseine,24,02,32
02610,Pommiers,726,02,32
02612,Pont-Arcy,115,02,32
02613,Pontavert,605,02,32
02614,Pontru,290,02,32
02615,Pontruet,353,02,32
02616,Pont-Saint-Mard,176,02,32
02617,Pouilly-sur-Serre,490,02,32
02618,Prémont,683,02,32
02619,Prémontré,594,02,32
02620,Presles-et-Boves,320,02,32
02621,Presles-et-Thierny,401,02,32
02622,Priez,56,02,32
02623,Prisces,94,02,32
02624,Proisy,276,02,32
02625,Proix,146,02,32
02626,Prouvais,346,02,32
02627,Proviseux-et-Plesnoy,136,02,32
02628,Puiseux-en-Retz,219,02,32
02629,Puisieux-et-Clanlieu,331,02,32
02631,Quierzy,428,02,32
02632,Quincy-Basse,53,02,32
02633,Quincy-sous-le-Mont,62,02,32
02634,Raillimont,89,02,32
02635,Ramicourt,146,02,32
02636,Regny,187,02,32
02637,Remaucourt,265,02,32
02638,Remies,241,02,32
02639,Remigny,339,02,32
02640,Renansart,144,02,32
02641,Renneval,135,02,32
02642,Résigny,157,02,32
02643,Ressons-le-Long,790,02,32
02644,Retheuil,360,02,32
02645,Reuilly-Sauvigny,225,02,32
02647,Ribeauville,86,02,32
02648,Ribemont,1931,02,32
02649,Rocourt-Saint-Martin,299,02,32
02650,Rocquigny,359,02,32
02651,Rogécourt,88,02,32
02652,Rogny,95,02,32
02653,Romeny-sur-Marne,450,02,32
02654,Romery,83,02,32
02655,Ronchères,155,02,32
02656,Roucy,365,02,32
02657,Rougeries,200,02,32
02658,Roupy,237,02,32
02659,Rouvroy,506,02,32
02660,Rouvroy-sur-Serre,45,02,32
02661,Royaucourt-et-Chailvet,226,02,32
02662,Rozet-Saint-Albin,335,02,32
02663,Rozières-sur-Crise,239,02,32
02664,Rozoy-Bellevalle,122,02,32
02665,Grand-Rozoy,299,02,32
02666,Rozoy-sur-Serre,917,02,32
02667,Saconin-et-Breuil,202,02,32
02668,Sains-Richaumont,923,02,32
02670,Saint-Algis,148,02,32
02671,Saint-Aubin,276,02,32
02672,Saint-Bandry,234,02,32
02673,Saint-Christophe-à-Berry,441,02,32
02674,Saint-Clément,44,02,32
02675,Sainte-Croix,127,02,32
02676,Saint-Erme-Outre-et-Ramecourt,1697,02,32
02677,Saint-Eugène,232,02,32
02678,Sainte-Geneviève,73,02,32
02679,Saint-Gengoulph,152,02,32
02680,Saint-Gobain,2288,02,32
02681,Saint-Gobert,281,02,32
02682,Saint-Mard,116,02,32
02683,Saint-Martin-Rivière,118,02,32
02684,Saint-Michel,3199,02,32
02685,Saint-Nicolas-aux-Bois,110,02,32
02686,Saint-Paul-aux-Bois,370,02,32
02687,Saint-Pierre-Aigle,328,02,32
02688,Saint-Pierre-lès-Franqueville,39,02,32
02689,Saint-Pierremont,41,02,32
02690,Sainte-Preuve,67,02,32
02691,Saint-Quentin,52813,02,32
02693,Saint-Rémy-Blanzy,226,02,32
02694,Saint-Simon,593,02,32
02696,Saint-Thomas,71,02,32
02697,Samoussy,384,02,32
02698,Sancy-les-Cheminots,101,02,32
02699,Saponay,266,02,32
02701,Saulchery,687,02,32
02702,Savy,618,02,32
02703,Seboncourt,1087,02,32
02704,Selens,202,02,32
02705,La Selve,201,02,32
02706,Septmonts,576,02,32
02707,Septvaux,179,02,32
02708,Sequehart,219,02,32
02709,Serain,380,02,32
02710,Seraucourt-le-Grand,706,02,32
02711,Serches,273,02,32
02712,Sergy,139,02,32
02713,Seringes-et-Nesles,273,02,32
02714,Sermoise,340,02,32
02715,Serval,42,02,32
02716,Servais,287,02,32
02717,Séry-lès-Mézières,601,02,32
02718,Silly-la-Poterie,112,02,32
02719,Sinceny,2005,02,32
02720,Sissonne,2065,02,32
02721,Sissy,505,02,32
02722,Soissons,28046,02,32
02723,Soize,95,02,32
02724,Sommelans,56,02,32
02725,Sommeron,134,02,32
02726,Sommette-Eaucourt,178,02,32
02727,Sons-et-Ronchères,205,02,32
02728,Sorbais,266,02,32
02729,Soucy,74,02,32
02730,Soupir,272,02,32
02731,Le Sourd,155,02,32
02732,Surfontaine,92,02,32
02734,Taillefontaine,257,02,32
02735,Tannières,16,02,32
02736,Tartiers,162,02,32
02737,Tavaux-et-Pontséricourt,543,02,32
02738,Tergnier,13045,02,32
02739,Terny-Sorny,317,02,32
02740,Thenailles,220,02,32
02741,Thenelles,541,02,32
02742,Thiernu,122,02,32
02743,Le Thuel,158,02,32
02744,Torcy-en-Valois,81,02,32
02745,Toulis-et-Attencourt,110,02,32
02746,Travecy,685,02,32
02747,Trefcon,80,02,32
02748,Trélou-sur-Marne,952,02,32
02749,Troësnes,207,02,32
02750,Trosly-Loire,541,02,32
02751,Trucy,139,02,32
02752,Tugny-et-Pont,282,02,32
02753,Tupigny,341,02,32
02754,Ugny-le-Gay,187,02,32
02755,Urcel,534,02,32
02756,Urvillers,687,02,32
02757,Vadencourt,505,02,32
02758,Vailly-sur-Aisne,2050,02,32
02759,La Vallée-au-Blé,355,02,32
02760,La Vallée-Mulâtre,152,02,32
02761,Variscourt,217,02,32
02762,Vassens,172,02,32
02763,Vasseny,197,02,32
02764,Vassogne,92,02,32
02765,Vaucelles-et-Beffecourt,230,02,32
02766,Vaudesson,237,02,32
02767,Vauxrezis,323,02,32
02768,Vauxaillon,498,02,32
02769,Vaux-Andigny,924,02,32
02770,Vauxbuin,763,02,32
02772,Vaux-en-Vermandois,142,02,32
02773,Vauxtin,43,02,32
02774,Vendelles,123,02,32
02775,Vendeuil,923,02,32
02776,Vendhuile,585,02,32
02777,Vendières,133,02,32
02778,Vendresse-Beaulne,101,02,32
02779,Vénérolles,229,02,32
02780,Venizel,1324,02,32
02781,Verdilly,443,02,32
02782,Le Verguier,212,02,32
02783,Grand-Verly,124,02,32
02784,Petit-Verly,155,02,32
02785,Vermand,1104,02,32
02786,Verneuil-sous-Coucy,139,02,32
02787,Verneuil-sur-Serre,249,02,32
02788,Versigny,470,02,32
02789,Vervins,2549,02,32
02790,Vesles-et-Caumont,235,02,32
02791,Veslud,270,02,32
02792,Veuilly-la-Poterie,155,02,32
02793,Vézaponin,113,02,32
02794,Vézilly,181,02,32
02795,Vic-sur-Aisne,1608,02,32
02796,Vichel-Nanteuil,93,02,32
02797,Viel-Arcy,166,02,32
02798,Viels-Maisons,1192,02,32
02799,Vierzy,384,02,32
02800,Viffort,310,02,32
02801,Vigneux-Hocquet,262,02,32
02802,La Ville-aux-Bois-lès-Dizy,204,02,32
02803,La Ville-aux-Bois-lès-Pontavert,150,02,32
02804,Villemontoire,219,02,32
02805,Villeneuve-Saint-Germain,2616,02,32
02806,Villeneuve-sur-Fère,277,02,32
02807,Villequier-Aumont,684,02,32
02808,Villeret,263,02,32
02809,Villers-Agron-Aiguizy,75,02,32
02810,Villers-Cotterêts,10489,02,32
02812,Villers-Hélon,193,02,32
02813,Villers-le-Sec,262,02,32
02814,Villers-lès-Guise,166,02,32
02815,Villers-Saint-Christophe,418,02,32
02816,Villers-sur-Fère,508,02,32
02817,Ville-Savoye,84,02,32
02818,Villiers-Saint-Denis,997,02,32
02819,Vincy-Reuil-et-Magny,101,02,32
02820,Viry-Noureuil,1651,02,32
02821,Vivaise,654,02,32
02822,Vivières,403,02,32
02823,Voharies,70,02,32
02824,Vorges,383,02,32
02826,Voulpaix,348,02,32
02827,Voyenne,312,02,32
02828,Vregny,89,02,32
02829,Vuillery,43,02,32
02830,Wassigny,927,02,32
02831,Watigny,350,02,32
02832,Wiège-Faty,179,02,32
02833,Wimy,460,02,32
02834,Wissignicourt,145,02,32
59001,Abancourt,441,59,32
59002,Abscon,4108,59,32
59003,Aibes,350,59,32
59004,Aix-en-Pévèle,1338,59,32
59005,Allennes-les-Marais,3545,59,32
59006,L'Orée de Mormal,619,59,32
59007,Anhiers,888,59,32
59008,Aniche,9963,59,32
59009,Villeneuve-d'Ascq,62868,59,32
59010,Anneux,258,59,32
59011,Annœullin,10847,59,32
59012,Anor,3099,59,32
59013,Anstaing,1631,59,32
59014,Anzin,13183,59,32
59015,Arleux,3125,59,32
59016,Armbouts-Cappel,2077,59,32
59017,Armentières,26998,59,32
59018,Arnèke,1594,59,32
59019,Artres,1082,59,32
59021,Assevent,1769,59,32
59022,Attiches,2245,59,32
59023,Aubencheul-au-Bac,549,59,32
59024,Auberchicourt,4626,59,32
59025,Aubers,1749,59,32
59026,Aubigny-au-Bac,1143,59,32
59027,Aubry-du-Hainaut,1705,59,32
59028,Auby,7083,59,32
59029,Auchy-lez-Orchies,1599,59,32
59031,Audignies,359,59,32
59032,Aulnoy-lez-Valenciennes,7080,59,32
59033,Aulnoye-Aymeries,8612,59,32
59034,Avelin,2561,59,32
59035,Avesnelles,2232,59,32
59036,Avesnes-sur-Helpe,4012,59,32
59037,Avesnes-les-Aubert,3562,59,32
59038,Avesnes-le-Sec,1458,59,32
59039,Awoingt,757,59,32
59041,Bachant,2230,59,32
59042,Bachy,1898,59,32
59043,Bailleul,14732,59,32
59044,Baisieux,5545,59,32
59045,Baives,158,59,32
59046,Bambecque,845,59,32
59047,Banteux,339,59,32
59048,Bantigny,494,59,32
59049,Bantouzelle,441,59,32
59050,Bas-Lieu,348,59,32
59051,La Bassée,6650,59,32
59052,Bauvin,5249,59,32
59053,Bavay,3249,59,32
59054,Bavinchove,1045,59,32
59055,Bazuel,551,59,32
59056,Beaucamps-Ligny,845,59,32
59057,Beaudignies,574,59,32
59058,Beaufort,995,59,32
59059,Beaumont-en-Cambrésis,458,59,32
59060,Beaurain,234,59,32
59061,Beaurepaire-sur-Sambre,272,59,32
59062,Beaurieux,169,59,32
59063,Beauvois-en-Cambrésis,1933,59,32
59064,Bellaing,1301,59,32
59065,Bellignies,810,59,32
59066,Bérelles,163,59,32
59067,Bergues,3525,59,32
59068,Berlaimont,3159,59,32
59069,Bermerain,778,59,32
59071,Bersée,2318,59,32
59072,Bersillies,237,59,32
59073,Berthen,627,59,32
59074,Bertry,2140,59,32
59075,Béthencourt,689,59,32
59076,Bettignies,343,59,32
59077,Bettrechies,253,59,32
59078,Beugnies,599,59,32
59079,Beuvrages,6796,59,32
59080,Beuvry-la-Forêt,2861,59,32
59081,Bévillers,529,59,32
59082,Bierne,1716,59,32
59083,Bissezeele,239,59,32
59084,Blaringhem,2008,59,32
59085,Blécourt,313,59,32
59086,Boeschepe,2244,59,32
59087,Boëseghem,766,59,32
59088,Bois-Grenier,1775,59,32
59089,Bollezeele,1445,59,32
59090,Bondues,9747,59,32
59091,Borre,553,59,32
59092,Bouchain,4113,59,32
59093,Boulogne-sur-Helpe,291,59,32
59094,Bourbourg,6931,59,32
59096,Bourghelles,1682,59,32
59097,Boursies,360,59,32
59098,Bousbecque,4978,59,32
59099,Bousies,1769,59,32
59100,Bousignies,339,59,32
59101,Bousignies-sur-Roc,369,59,32
59102,Boussières-en-Cambrésis,436,59,32
59103,Boussières-sur-Sambre,522,59,32
59104,Boussois,3123,59,32
59105,Bouvignies,1580,59,32
59106,Bouvines,766,59,32
59107,Bray-Dunes,4189,59,32
59108,Briastre,689,59,32
59109,Brillon,771,59,32
59110,Brouckerque,1452,59,32
59111,Broxeele,425,59,32
59112,Bruay-sur-l'Escaut,11644,59,32
59113,Bruille-lez-Marchiennes,1340,59,32
59114,Bruille-Saint-Amand,1698,59,32
59115,Brunémont,704,59,32
59116,Bry,390,59,32
59117,Bugnicourt,1095,59,32
59118,Busigny,2435,59,32
59119,Buysscheure,582,59,32
59120,Caëstre,1951,59,32
59121,Cagnoncles,663,59,32
59122,Cambrai,31134,59,32
59123,Camphin-en-Carembault,1737,59,32
59124,Camphin-en-Pévèle,2518,59,32
59125,Cantaing-sur-Escaut,410,59,32
59126,Cantin,1741,59,32
59127,Capelle,135,59,32
59128,Capinghem,2728,59,32
59129,Cappelle-en-Pévèle,2257,59,32
59130,Cappelle-Brouck,1169,59,32
59131,Cappelle-la-Grande,7839,59,32
59132,Carnières,983,59,32
59133,Carnin,1105,59,32
59134,Cartignies,1209,59,32
59135,Cassel,2198,59,32
59136,Le Cateau-Cambrésis,6764,59,32
59137,Catillon-sur-Sambre,781,59,32
59138,Cattenières,689,59,32
59139,Caudry,13833,59,32
59140,Caullery,467,59,32
59141,Cauroir,579,59,32
59142,Cerfontaine,646,59,32
59143,La Chapelle-d'Armentières,8754,59,32
59144,Château-l'Abbaye,917,59,32
59145,Chemy,766,59,32
59146,Chéreng,3078,59,32
59147,Choisies,43,59,32
59148,Clairfayts,357,59,32
59149,Clary,1088,59,32
59150,Cobrieux,563,59,32
59151,Colleret,1541,59,32
59152,Comines,12731,59,32
59153,Condé-sur-l'Escaut,9253,59,32
59155,Coudekerque-Branche,20787,59,32
59156,Courchelettes,2855,59,32
59157,Cousolre,2153,59,32
59158,Coutiches,3436,59,32
59159,Craywick,791,59,32
59160,Crespin,4532,59,32
59161,Crèvecœur-sur-l'Escaut,716,59,32
59162,Crochte,659,59,32
59163,Croix,20566,59,32
59164,Croix-Caluyau,238,59,32
59165,Cuincy,6467,59,32
59166,Curgies,1333,59,32
59167,Cuvillers,177,59,32
59168,Cysoing,4839,59,32
59169,Damousies,205,59,32
59170,Dechy,5338,59,32
59171,Dehéries,43,59,32
59172,Denain,20665,59,32
59173,Deûlémont,1778,59,32
59174,Dimechaux,327,59,32
59175,Dimont,289,59,32
59176,Doignies,325,59,32
59177,Dompierre-sur-Helpe,815,59,32
59178,Douai,40250,59,32
59179,Douchy-les-Mines,10109,59,32
59180,Le Doulieu,1436,59,32
59181,Dourlers,536,59,32
59182,Drincham,281,59,32
59183,Dunkerque,86263,59,32
59184,Ebblinghem,660,59,32
59185,Écaillon,1869,59,32
59186,Eccles,94,59,32
59187,Éclaibes,269,59,32
59188,Écuélin,145,59,32
59189,Eecke,1213,59,32
59190,Élesmes,1013,59,32
59191,Élincourt,606,59,32
59192,Émerchicourt,804,59,32
59193,Emmerin,3026,59,32
59194,Englefontaine,1291,59,32
59195,Englos,618,59,32
59196,Ennetières-en-Weppes,1280,59,32
59197,Ennevelin,2416,59,32
59198,Eppe-Sauvage,237,59,32
59199,Erchin,670,59,32
59200,Eringhem,462,59,32
59201,Erquinghem-le-Sec,620,59,32
59202,Erquinghem-Lys,5341,59,32
59203,Erre,1586,59,32
59204,Escarmain,479,59,32
59205,Escaudain,9039,59,32
59206,Escaudœuvres,3171,59,32
59207,Escautpont,4202,59,32
59208,Escobecques,302,59,32
59209,Esnes,656,59,32
59210,Esquelbecq,2137,59,32
59211,Esquerchin,893,59,32
59212,Estaires,6525,59,32
59213,Estourmel,475,59,32
59214,Estrées,1134,59,32
59215,Estreux,937,59,32
59216,Eswars,363,59,32
59217,Eth,328,59,32
59218,Étrœungt,1233,59,32
59219,Estrun,725,59,32
59220,Faches-Thumesnil,18619,59,32
59221,Famars,2474,59,32
59222,Faumont,2278,59,32
59223,Le Favril,506,59,32
59224,Féchain,1635,59,32
59225,Feignies,6703,59,32
59226,Felleries,1433,59,32
59227,Fenain,5441,59,32
59228,Férin,1432,59,32
59229,Féron,514,59,32
59230,Ferrière-la-Grande,5131,59,32
59231,Ferrière-la-Petite,1024,59,32
59232,La Flamengrie,431,59,32
59233,Flaumont-Waudrechies,342,59,32
59234,Flers-en-Escrebieux,5424,59,32
59236,Flesquières,276,59,32
59237,Flêtre,923,59,32
59238,Flines-lès-Mortagne,1685,59,32
59239,Flines-lez-Raches,5745,59,32
59240,Floursies,131,59,32
59241,Floyon,505,59,32
59242,Fontaine-au-Bois,687,59,32
59243,Fontaine-au-Pire,1214,59,32
59244,Fontaine-Notre-Dame,1754,59,32
59246,Forest-en-Cambrésis,549,59,32
